|user|item|rating|review
2008|omarortega007voom|xiaomi redmi note 9|9.3|it is a great cell phone in terms of quality and price it is used for everything
2009|brhayan20|xiaomi redmi note 9|10.0|it is a perfect mobile if you do not have a lot of budget
2010|andresali917|xiaomi redmi note 9|8.1|quality price not bad
2011|brunotavaresdias|xiaomi redmi note 9|7.0|good phone but 
2012|habdielpm1|xiaomi redmi note 9|9.1|excellent
2013|xxmanolo2005xx|xiaomi redmi note 9|2.2|it is fine but what a time to shoot rockets
2014|djoba86|xiaomi redmi note 9|10.0|great i am happy 
2015|martigmips|xiaomi redmi note 9|8.6|not very slow with regular use
2016|isma17vs|xiaomi redmi note 9|6.9|good mobile for one or two years
2017|renzoocupaaliaga|xiaomi redmi note 9|7.6|excellent mobile in daily use
2018|gunsnkiller|xiaomi redmi note 9|4.1|slow in daily use
2019|emmanuel-araujo-5e27d7c44b10a|xiaomi redmi note 9|6.3|good but buggy
2020|frank-ponce-6086efebcad36|xiaomi redmi note 9|8.8|it is a good mobile to play as well as to see messages and videos the power is very good
2021|magosinlimites_23|xiaomi redmi note 9|10.0|very good purchase it is the most balanced in this segment of pressure
2022|abel.caguana|xiaomi redmi note 9|8.4|good but can be improved by updates
2023|tmurazik732|xiaomi redmi note 9|4.0|it constantly freezes
2024|Willi|xiaomi redmi note 9|10.0|good mobile at a reasonable price
2025|chris-ramsey-5f1af1efa2ecb|xiaomi redmi note 9|7.1|good but lage
2026|peterlikelokyuk6|xiaomi redmi note 9|6.4|good phone at an affordable price but in performance leaves to be desired
2027|jano.saumann|xiaomi redmi note 9|9.5|perfect in mid range and work
2028|alicelermanw|xiaomi redmi note 9|10.0|good cell phone for the price it has
2029|erodark5|xiaomi redmi note 9|8.2|it seems to me a good mobile despite having been with it for almost a year
2030|luisenrique38guinea|xiaomi redmi note 9|7.0|it meets my expectations
2031|matuarc|xiaomi redmi note 9|8.9|good cell phone
2032|manuelonja|xiaomi redmi note 9|10.0|i exceed my expectations
2033|Malcolm_SinQui|xiaomi redmi note 9|6.2|ok but there are better options for a little more price
2034|mamm.antonio.marquez.macias|xiaomi redmi note 9|9.8|in daily use it has been very good for me i had always used samsung i bought this just to test the brand and i was not disappointed
2035|angelrenealpha|xiaomi redmi note 9|7.6|good but there are better options
2036|agusadorante|xiaomi redmi note 9|7.6|poor performance
2037|kevinakp45|xiaomi redmi note 9|7.9|very good value for money
2038|asbelvazquezrodriguez|xiaomi redmi note 9|10.0|excellent mobile for basic use
2039|correamariateresa6|xiaomi redmi note 9|2.0|too bad it has such a bad sound both in the audio and in loud voice without power
2040|orctransporteibiza|xiaomi redmi note 9|3.1|mediocre does not have call recorder 
2041|manolitoc323|xiaomi redmi note 9|6.5|it is not what i thought
2042|amaru-lm-621a6db44fada|xiaomi redmi note 9|9.6|it is a good team for the price they offer you
2043|yeffersonleosing|xiaomi redmi note 9|9.3|it is a very nice and comfortable cell phone
2044|aaronsalazar333|xiaomi redmi note 9|7.0|good for your first cell phone
2045|luiskanchi8|xiaomi redmi note 9|8.2|good entry level mid range device for less demanding users
2046|elquesabe101|xiaomi redmi note 9|2.0|very bad not for recomendation
2047|josecpr|xiaomi redmi note 9|8.7|good mobile at a good price
2048|thekalixgo|xiaomi redmi note 9|10.0|a beautiful experience highly recommended the phone
2049|lucasperrone123|xiaomi redmi note 9|8.2|the truth is that the experience in general is quite good since for the price it is very good
2050|vapoal|xiaomi redmi note 9|6.8|it is very balanced
2051|bilbo1597|xiaomi redmi note 9|7.0|price and battery life are great
2052|daniel-stiven-rincon-5f0c50cad1786|xiaomi redmi note 9|10.0|i love it fluid
2053|Edicti|xiaomi redmi note 9|9.1|it is a good device
2054|hector-milone-hernandez-61d6dbef04c8a|xiaomi redmi note 9|8.1|excellent smartphone but the camera
2055|dariomederos21|xiaomi redmi note 9|8.7|it is a good mobile but the cameras could have improved a little
2056|alfredo241|xiaomi redmi note 9|8.6|good mobile
2057|eidersonmarquez1|xiaomi redmi note 9|8.0|good phone
2058|lucmei1|xiaomi redmi note 9|9.1|good
2059|ruizmor.nacho|xiaomi redmi note 9|3.1|bad keeps crashing
2060|j3609697|xiaomi redmi note 9|5.0|bad
2061|espeleoborja|xiaomi redmi note 9|1.8|the worst xiaomi i have ever had every update they release makes the phone worse
2062|yaruk26go|xiaomi redmi note 9|7.6|good telephone
2063|elderchipana10|xiaomi redmi note 9|7.8|big but good
2064|marcin-tomsia-615e152a24e2b|xiaomi redmi note 9|8.3|good phone good price
2065|jheremyalex2003|xiaomi redmi note 9|9.5|it is an excellent mobile yet cost considerably cheap
2066|nonac01_|xiaomi redmi note 9|6.5|it is a good cell phone for the price
2067|zaumseilkevin321123|xiaomi redmi note 9|8.1|i am happy
2068|danielstivenrinconrincon|xiaomi redmi note 9|10.0|the battery lasts a long time excellent
2069|conicoco15|xiaomi redmi note 9|5.0|it is good but these last few months it is been failing a lot
2070|motaalex354|xiaomi redmi note 9|9.5|it is a very good smartphone and it is enough with a basic use with demanding games it does not have any problem it runs them in medium quality
2071|juan6339ng|xiaomi redmi note 9|7.4|good
2072|jimmyquiroga79|xiaomi redmi note 9|6.0|very disappointed in this team
2073|rafitacr1975|xiaomi redmi note 9|9.1|it is very good
2074|SETHPROSYT|xiaomi redmi note 9|6.0|good but miui 13 made it bad
2075|leamatram|xiaomi redmi note 9|10.0|meets all expectations
2076|luiseliasjguardado|xiaomi redmi note 9|10.0|it will not be the best phone out there but it serves its purpose very well
2077|michaelariodi5|xiaomi redmi note 9|8.9|it is a good mobile but sometimes it fails
2078|midokallel3|xiaomi redmi note 9|8.3|a good phone but it should have been better
2079|ehernanloy|xiaomi redmi note 9|9.5|excellent for normal use i do not recommend it for demanding games
2080|lokillafeliz|xiaomi redmi note 9|8.3|medium range which for me is high range
2081|sorayameri|xiaomi redmi note 9|8.5|incredible battery and memory nfc my opinion
2082|fifamejorquepes2|xiaomi redmi note 9|8.9|good buy
2083|andrejlitvinov363|xiaomi redmi note 9|4.0|average phone
2084|pavelkuzmin5555|xiaomi redmi note 9|5.4|phone for undemanding people
2085|malesantiagorrr|xiaomi redmi note 9|9.0|excellent mobile for the price
2086|sergygameryt4|xiaomi redmi note 9|4.0|it is a cell phone that i have been using for almost 2 years and it has presented me with many bugs and errors
2087|vegettozdiosblu|xiaomi redmi note 9|5.9|i do not know
2088|mia.sc2002|xiaomi redmi note 9|8.5|it is not an iphone but it is very good
2089|antule210706|xiaomi redmi note 9|7.4|tel is not bad but in 2022 better take a redmi note 10 or a redmi note 11 has less than 200 balls
2090|toledowillker|xiaomi redmi note 9|9.0|depends on the type of user
2091|lauris_vale7|xiaomi redmi note 9|3.0|the cell phone has characteristics that make it unique but the quality of the front camera is bad it seems that it had 5mp not 13mp
2092|ANXIEL|xiaomi redmi note 9|6.7|good device but not good anymore for 2023
2093|irene.j.n97|xiaomi redmi note 9|6.9|good but could have been better
2094|Elizab1422|xiaomi redmi note 9|8.9|well
2095|xanlar-malyar|xiaomi redmi note 9|10.0|i really liked the phone
2096|Mads|xiaomi redmi note 9|8.3|good mobile for the price
2097|melinaexperimentaluns|xiaomi redmi note 9|8.3|good device
2098|soloforos99|xiaomi redmi note 9|2.2|bad optimization
2099|anonymous_331273_63b8beeaf0dfd|xiaomi redmi note 9|8.0|it was a good terminal in its range
2100|estebanbp21|xiaomi redmi note 9|9.2|the best for the amount of options it offers at its price
2101|HeliosTec|xiaomi redmi note 9|10.0|so far it is excellent i highly recommend this phone
2102|rayanavitoria675|xiaomi redmi note 9|6.7|battery should be better
2103|valdesjoseluis843|xiaomi redmi note 9|5.9|ram is missing
2104|eduardo-ariel-miranda-611fc058c4c46|xiaomi redmi note 9|9.6|very good device
2105|daniela.mosca.goncalves|xiaomi redmi note 9|8.9|very satisfied with my purchase
2106|yukisanava|xiaomi redmi note 9 pro|8.0|its okay at the begining
2107|sulosaraluoto|xiaomi redmi note 9 pro|7.1|good phone for budget but no more
2108|migalha05112004|xiaomi redmi note 9 pro|9.1|nice phone
2109|alaa-elshiekh-6368230f9fea2|xiaomi redmi note 9 pro|6.8|good old phone
2110|fabioIT|xiaomi redmi note 9 pro|8.0|still nice after 2 years
2111|lynx8384|xiaomi redmi note 9 pro|8.7|nice
2112|robloxmaster6354|xiaomi redmi note 9 pro|4.5|you cannot baby this phone
2113|lukakopatin10|xiaomi redmi note 9 pro|10.0|good budget phone
2114|rayane-yt-5fd00322d1354|xiaomi redmi note 9 pro|9.5|nice phone for that prix
2115|uno-feed-60390b7c2f683|xiaomi redmi note 9 pro|10.0|good
2116|dile.kopi|xiaomi redmi note 9 pro|9.3|a very good phone
2117|ruileal19scp|xiaomi redmi note 9 pro|9.2|amazing phone for the price
2118|brezpektor165|xiaomi redmi note 9 pro|8.9|nice phone if you just use it for everyday multitasking
2119|mutaachi|xiaomi redmi note 9 pro|10.0|amazing mid range smartphone
2120|massichabane50|xiaomi redmi note 9 pro|9.2|good phone for the price i got it since july an i am not regreting it
2121|mrmark123456789|xiaomi redmi note 9 pro|7.1|good phone
2122|behzad.a|xiaomi redmi note 9 pro|9.8|very nice phone for this price
2123|mjgch9595|xiaomi redmi note 9 pro|8.1|i love the camera but 
2124|rogercc1801|xiaomi redmi note 9 pro|10.0|it seems good to me
2125|kmdenisov|xiaomi redmi note 9 pro|8.9|a great universal smartphone that has absolutely everything 
2126|unaifercol|xiaomi redmi note 9 pro|7.6|not bad for the price you can find
2127|moisesnieva|xiaomi redmi note 9 pro|8.7|good mobile although do not expect miracles
2128|ccolt60|xiaomi redmi note 9 pro|9.6|great phone for the price and quality
2129|elibraty|xiaomi redmi note 9 pro|10.0|after more than three months of use nothing to complain about
2130|sertovar06|xiaomi redmi note 9 pro|8.4|recommended but there are better options
2131|cesarosvaldoor|xiaomi redmi note 9 pro|7.1|decent but not better than its predecessor
2132|j.l.cases|xiaomi redmi note 9 pro|9.9|very good mobile
2133|cristianmontecino.saa|xiaomi redmi note 9 pro|10.0|agree with my first xiaomi
2134|garciaelena.c|xiaomi redmi note 9 pro|7.0|adsolute disappointment
2135|fcshxy|xiaomi redmi note 9 pro|9.2|it is not the best mobile for its price but it is not the worst either
2136|carlosokok23|xiaomi redmi note 9 pro|9.1|a phone with a very nice design 
2137|alvaradojulian931|xiaomi redmi note 9 pro|9.8|it is a very good mobile and above all resistant
2138|nahum-vl-5fd6e92702619|xiaomi redmi note 9 pro|10.0|i liked it a lot
2139|l.gasselin29|xiaomi redmi note 9 pro|6.2|not bad
2140|jordan11palag|xiaomi redmi note 9 pro|10.0|i love the phone excellent
2141|henriquepinheirosantana|xiaomi redmi note 9 pro|9.1|not much q complain smartphone very good
2142|jmhuamanc|xiaomi redmi note 9 pro|8.9|it is an excellent mobile i really like its design and features
2143|antonio-rodriguez-5f57b0b5e570b|xiaomi redmi note 9 pro|10.0|a quite acceptable cel
2144|Fer503|xiaomi redmi note 9 pro|7.5|has it hard
2145|konrebell|xiaomi redmi note 9 pro|10.0|fine
2146|LauraM|xiaomi redmi note 9 pro|6.7|i prefer the note4 with the memory of 9
2147|elsajuvenalia|xiaomi redmi note 9 pro|8.1|this is my first xiaomi i loved it i will continue on this range
2148|martin.plaza|xiaomi redmi note 9 pro|9.0|the best in its range
2149|nataliaqr96|xiaomi redmi note 9 pro|8.2|very good value for money but it is huge
2150|pcristopher874|xiaomi redmi note 9 pro|10.0|excellent
2151|jestercitoelunico|xiaomi redmi note 9 pro|9.3|good cell phone the camera is not the best but if they install the gcam it is the best 9/10
2152|alexandre.doyer|xiaomi redmi note 9 pro|7.0|not bad but bugs show up in the long run
2153|miguel63385|xiaomi redmi note 9 pro|10.0|battery that never ends
2154|dani7771553v|xiaomi redmi note 9 pro|9.8|good cell phone
2155|Mads|xiaomi redmi note 9 pro|9.5|one of the best mobiles i have ever owned
2156|saber|xiaomi redmi note 9 pro|9.4|good quality / price ratio 2020
2157|radoslav-kirilov-slavi-62946c2baf253|xiaomi redmi note 9 pro|8.5|very good cell phone for the money
2158|eduardo20_134|xiaomi redmi note 9 pro|5.7|has to improve some things
2159|fontenille.jp|xiaomi redmi note 9 pro|10.0|no problem with this phone
2160|anonymous_224411_5f07199d5d48f|xiaomi redmi note 9 pro|9.2|very good value for money
2161|adrian_pincha84|xiaomi redmi note 9 pro|8.9|very good quality / price cell phone
2162|inkshares7w7|xiaomi redmi note 9 pro|10.0|i loved the cell phone
2163|johny.askworld|xiaomi redmi note 9 pro|8.0|the best midrange i have had excellent performance
2164|stachu68|xiaomi redmi note 9 pro|8.6|phone compatible with the available descriptions
2165|aguirresilvakevin71|xiaomi redmi note 9 pro|9.5|a very good mobile in its range
2166|dario.lopcal99|xiaomi redmi note 9 pro|8.5|it is a very good cell phone
2167|luigifalche|xiaomi redmi note 9 pro|9.1|great
2168|gerardokel777|xiaomi redmi note 9 pro|9.6|well it seems to me a very nice phone and for daily use it goes very well
2169|oginky.2006|xiaomi redmi note 9 pro|8.4|very good
2170|ronaldcasillas|xiaomi redmi note 9 pro|9.3|although it has some os flaws it is a good option for price quality
2171|andrey.xd3|xiaomi redmi note 9 pro|9.5|very satisfied
2172|paoloalejandrosacongarcia|xiaomi redmi note 9 pro|9.2|sleek sturdy and performs perfectly for the price
2173|joaoeduardopcampos|xiaomi redmi note 9 pro|10.0|very good i highly recommend it
2174|kabdenabdel|xiaomi redmi note 9 pro|5.0|phone with good hardware but with bad stuffing
2175|roman-vaudin-boudarel-6009ece4c1ce4|xiaomi redmi note 9 pro|8.5|good product i recommend the best value for money
2176|sashaprihodko984|xiaomi redmi note 9 pro|10.0|recommend
2177|gerardo-mora-61e1588ab8cc2|xiaomi redmi note 9 pro|9.0|excellent phone for the price
2178|edgarreynosoc1|xiaomi redmi note 9 pro|9.1|very good phone a very good experience
2179|GrimAngel9|xiaomi redmi note 9 pro|9.1|keep hitting hard
2180|enmanuel.sanchez.a|xiaomi redmi note 9 pro|9.8|excellent value for money
2181|cesar-molina-guzman-61df60a497907|xiaomi redmi note 9 pro|9.1|very good mobile
2182|nursultan13x|xiaomi redmi note 9 pro|10.0|good smartphone well worth the price
2183|mikeadoradios890|xiaomi redmi note 9 pro|8.9|it is an excellent option thanks to its value for money it is not much but for what it gives it is fine
2184|Gesusce|xiaomi redmi note 9 pro|9.4|great value for money very durable battery and good photos
2185|theloot5|xiaomi redmi note 9 pro|9.6|i met many expectations
2186|dilmer-ruiz-61f92280a9ce1|xiaomi redmi note 9 pro|7.8|it is a cell phone that has an acceptable camera and a battery with good performance
2187|mendesdomingos98|xiaomi redmi note 9 pro|9.1|very good i recommend
2188|oliver.gs009|xiaomi redmi note 9 pro|8.5|good mobile for the price you pay and a great camera
2189|crm.jhb|xiaomi redmi note 9 pro|10.0|fantastic mobile phone at the price and quality
2190|mouhamed-yassine-alaya-61aa711233f46|xiaomi redmi note 9 pro|5.7|good phone overall
2191|jaimegonzalezalbo500|xiaomi redmi note 9 pro|10.0|impressive price quality
2192|h11onell99|xiaomi redmi note 9 pro|10.0|if it is worth saving a little more
2193|alessandro74.scopel|xiaomi redmi note 9 pro|10.0|excellent design with excellent materials inexhaustible battery for two full days 
2194|cristian-camilo-quiceno-laurente-637314ca8b1e4|xiaomi redmi note 9 pro|7.0|decent for the price but if you are looking for good photos find another cel
2195|manuchao|xiaomi redmi note 9 pro|8.9|for the price it is an excellent phone it performs well in everything
2196|cock.vicente|xiaomi redmi note 9 pro|9.6|super fluid and good sound great mobile equipment
2197|Nayumi|xiaomi redmi note 9 pro|9.7|i am satisfied 
2198|arkdeoficial|xiaomi redmi note 9 pro|9.2|excellent
2199|oleksandr.maietnyi|xiaomi redmi note 9 pro|9.0|decent level for a reasonable price i have been using it for 2 years now and i still do not see a decent replacement for about that price
2200|jonas.gasparoli|xiaomi redmi note 9 pro|8.4|its most interesting element in my opinion is the aesthetics and the choice of materials
2201|sail64700|xiaomi redmi note 9 pro|8.9|super value for money
2202|magnoaj|xiaomi redmi note 9 pro|10.0|the redmi note 9pro is a great smartphone with a screen size and very good quality
2203|christosgolf|xiaomi redmi note 9 pro|9.4|very good choice
2204|Speed|xiaomi redmi note 9 pro|10.0|very good cell phone
2205|gaubry02|xiaomi redmi note 9 pro|1.3|very very disappointed with the xiaomi note 9 pro
2206|eddy-fillae-6186681491f1e|xiaomi redmi note 9 pro|7.2|good if not too demanding but too heavy
2207|ismoil.is.here|xiaomi redmi note 9 pro|7.9|summary of my mobile phone experience
2208|mendozagarate|xiaomi redmi note 9 pro|10.0|it is an excellent cell phone i recommend it i like it because it is very fluid 
2209|victor.vergaraca|xiaomi redmi note 9 pro|8.7|it is an incredible mobile for the price one of the most top of the mid range
2210|astrochew0|xiaomi redmi note 9 pro|8.7|great mobile
2211|RedmiNote|xiaomi redmi note 9 pro|2.8|good autonomy but too many crippling defects
2212|lg_solano|xiaomi redmi note 9 pro|9.6|mid range close to high
2213|nestorleosk2002|xiaomi redmi note 9 pro|9.7|i do not regret buying it
2214|farisnazari78|iphone 13 pro max|9.3|overall i like this phone
2215|giorgio-niktak-620bd5b05ced6|iphone 13 pro max|9.8|very good
2216|foulliexristos1|iphone 13 pro max|10.0|very powerful very very good battery screen and camera
2217|misofino|iphone 13 pro max|10.0|wonderful experience
2218|veggielight2018|iphone 13 pro max|10.0|best iphone ever
2219|vazquezyahelb9|iphone 13 pro max|10.0|it is perfect god do not suck
2220|Lalo_Parra|iphone 13 pro max|9.5|it is the perfect phone for me
2221|adejot|iphone 13 pro max|9.8|correct powerful phone with stable software
2222|manus97.dj|iphone 13 pro max|8.5|if you do not want to spend 1500 on the 14 pro max this is your mobile 
2223|DigitalVan18|iphone 13 pro max|8.8|a great apple phone
2224|mik.tahl|iphone 13 pro max|10.0|a solid team with no low points that provides exceptional performance
2225|yassine-yassin-61535d31c431a|iphone 13 pro max|7.0|good for video and main camera the rest bad battery
2226|Jpking6004|iphone 13 pro max|9.0|great phone
2227|mounir-ofenomeno-6167c812b7a39|iphone 13 pro max|10.0|smartphone without real defect
2228|d7navarrop|iphone 13 pro max|9.9|bordering on excellence
2229|stevencar_1234|iphone 13 pro max|9.5|excellent mobile device excellent screen and battery
2230|ruben_tena_|iphone 13 pro max|8.7|the top iphone
2231|Lubeda|iphone 13 pro max|10.0|iphone never disappoints
2232|jmandameloya|iphone 13 pro max|8.8|good but i expected a little more
2233|tobevazquez|iphone 13 pro max|9.4|good mobile recommended
2234|manuaz78|iphone 13 pro max|9.8|it certainly gets paid but it is the reference even if not everyone admits it 
2235|sergio-gabriel-6259afd139686|iphone 13 pro max|10.0|and a cell phone that apple got everything right has nothing to complain about
2236|rony.online33|iphone 13 pro max|9.5|very good device mainly for photos and videos the screen is the best
2237|antonio-carbonell-borja-62507d6c37dde|iphone 13 pro max|9.9|great
2238|naranjoemilio295|iphone 13 pro max|10.0|honestly it is a pretty good mobile in anything you put in the middle since its a15 chip can handle everything
2239|nako_91|iphone 13 pro max|9.2|very good
2240|espinozalgm|iphone 13 pro max|10.0|good
2241|eryk-lisowski-62c878db07cd4|poco f2 pro|7.5|very good phone for money that it costs awesome performance and cool features
2242|tocinotocino402|poco f2 pro|7.9|good phone only thing i missed was water resistance it is also heavier than a normal phone
2243|uddf35000|poco f2 pro|10.0|best flagship killer of 2020 if you can get it under 300 
2244|sreckovicbranko1977|poco f2 pro|9.9|extra phone for daily use everything ok
2245|wytrix1|poco f2 pro|10.0|not bad for the price
2246|babytrex7|poco f2 pro|8.9|great phone but i miss huawei
2247|AjPro|poco f2 pro|9.9|the best phone i could get with this price
2248|snyfta|poco f2 pro|9.6|best value for money if you can get it under 350 /$
2249|raphael_valdez|poco f2 pro|10.0|excellent
2250|lubenovac|poco f2 pro|10.0|perfect powerful smartphone
2251|sfx.a12|poco f2 pro|9.7|overall i love to using this phone after change from mi 6
2252|void_023|poco f2 pro|10.0|this is my first flagship phone and is the best that i have from all xiaomi phones
2253|mraverain|poco f2 pro|10.0|very good phone price to performance unbeatable
2254|radwane71|poco f2 pro|10.0|great phone  best phone i ever had
2255|minematas|poco f2 pro|8.9|a very nice device with nice battery
2256|Lolzer|poco f2 pro|10.0|flagship killer 2020
2257|rashdan1994|poco f2 pro|7.4|my first flagship ever that i hope long lasting atleast three years
2258|rudycobo|poco f2 pro|9.9|the perfect mobile
2259|sergiogarcia666|poco f2 pro|9.4|powerful smartphone with a huge screen
2260|hudyszymon|poco f2 pro|10.0|amazing and super cheap for the quality of the device
2261|joan.martinez16|poco f2 pro|9.3|extraordinary for the price
2262|salvasalvi|poco f2 pro|10.0|spectacular
2263|Ri4n3XX|poco f2 pro|10.0|excellent
2264|ulises.md92|poco f2 pro|10.0|worthy successor to poco f1 a screen with a higher refresh rate is missing
2265|hotdaparte|poco f2 pro|10.0|excellent mobile
2266|veranosssinlimites|poco f2 pro|9.9|great value for money
2267|kertovic|poco f2 pro|9.3|cheap flagship
2268|davidestebanez17|poco f2 pro|7.5|if it were not for miui 
2269|nicorolas123|poco f2 pro|10.0|highly recommended cell phone
2270|tiba882|poco f2 pro|9.7|excellent mobile a brutal machine
2271|cristianj7166|poco f2 pro|10.0|an excellent device at an excellent price 
2272|borjapalencialopez.bpl|poco f2 pro|9.5|this good in general although it is recommended in the photographic section to install the gcam and change the rom to the european or global one
2273|cycyrdsk80500|poco f2 pro|10.0|this smartphone is simply a wonder
2274|corentindtr|poco f2 pro|9.9|great
2275|eddy96n|poco f2 pro|10.0|a very complete smartphone good screen the best performance i do not know how hot it is good cameras brutal battery
2276|SilentManolo|poco f2 pro|7.8|a good successor to the little f1 but with some problems
2277|amf.infobox|poco f2 pro|9.9|the best phone for every day
2278|filipe.a.g.silveira|poco f2 pro|10.0|excellent purchase for the price 
2279|vtriveno|poco f2 pro|9.6|good purchase the best cell phone i have ever had
2280|villanovilla|poco f2 pro|8.9|unbeatable quality / price in 2020 if you want a high range at an adjusted price
2281|hmfarelo|poco f2 pro|9.6|excellent smartphone  very fast excellent battery excellent photos good screen 
2282|khoroshilov2014|poco f2 pro|10.0|great smartphone
2283|angelostrippoli99|poco f2 pro|10.0|an almost perfect smartphone 
2284|glebrylov8|poco f2 pro|9.8|a very good phone with a powerful processor
2285|banar-yanatiy1987|poco f2 pro|10.0|this is the best smartphone of 2020 with such characteristics and for such a price apple backgrounds or rather the stubs are quietly smoking on the sidelines
2286|henrique.clubzuca|poco f2 pro|10.0|great
2287|imanolgaonar|poco f2 pro|9.6|very good device quality price super recommended
2288|stockyflashy|poco f2 pro|9.5|i am very satisfied
2289|Rosper|poco f2 pro|10.0|the best at this price
2290|odysseas_apo|poco f2 pro|5.7|value for money everything you need from a mobile phone
2291|Danielo168|poco f2 pro|10.0|top smartphone at low price flagship killer
2292|romanzabeida|poco f2 pro|7.6|i do not recommend
2293|alex.alves2003|poco f2 pro|10.0|the top of the range is very cheap and very hom without a doubt the best for 350 
2294|jprivaux.jpr|poco f2 pro|10.0|i had the poco f1 with which i was very satisfied the poco f2 pro is even better without being too expensive
2295|galo.kft|poco f2 pro|9.1|good phone
2296|eder_s|poco f2 pro|10.0|very good in every way only that it is seen to be fragile and i scratched it the first day
2297|lvyaroslav1998|poco f2 pro|9.3|very good phone for its price according to the characteristics of the phone
2298|guillermelendez|poco f2 pro|8.7|high end smartphone with affordable price
2299|javier05ballen|poco f2 pro|9.1|powerful
2300|hiranhb|poco f2 pro|8.6|one of the best in its category but it is no longer a cost x benefit
2301|abjunior.adm|poco f2 pro|7.6|it could be lighter have a better selfie camera and fewer bugs in the operating system
2302|kinvlamir|poco f2 pro|10.0|smartphone of the decade 
2303|santgomez32|poco f2 pro|9.9|good durable and cool
2304|gabriella-soglia-6177dfe0a59cd|poco f2 pro|8.6|great smartphone
2305|kiermeier8070|poco f2 pro|8.9|good flagship killer with minor weaknesses when shooting at night pure performance for little money
2306|dragonsfeed228.com|poco f2 pro|10.0|perfect phone perfect value for money
2307|v8679838|poco f2 pro|10.0|great phone suitable for daily use games videos etc 
2308|camilo-salas-617afeecb53d5|poco f2 pro|10.0|very fluid mobile for its price an excellent purchase
2309|kevinguarner|poco f2 pro|10.0|good buy
2310|kevinmtz167|poco f2 pro|9.6|value for money at its best
2311|fabiomarchetti14|poco f2 pro|10.0|great
2312|Matias_92|poco f2 pro|8.5|good pretty and cheap
2313|mabelarcf|poco f2 pro|8.8|it is a very good mobile
2314|alvarosoto89|poco f2 pro|9.1|for the price it has been one of the best cell phones i have had
2315|otbogdan09|poco f2 pro|10.0|excellent apparatus
2316|Ricardo5_rodrigues|poco f2 pro|9.6|excellent mobile phone in every aspect very good quality price ratio 
2317|robin-vianin-622626ea60424|poco f2 pro|10.0|very good smartphone great front camera very convenient and secure
2318|korkin.yuriy72|poco f2 pro|8.6|great
2319|ParaDoXxaLL|poco f2 pro|9.4|power and low price
2320|jared.aldana|poco f2 pro|9.3|good
2321|schiavonstefano.exe52|poco f2 pro|7.0|good experience
2322|szadek77|poco f2 pro|9.4|very good performance
2323|omarb022|poco f2 pro|9.1|very satisfied
2324|andomicka97|poco f2 pro|10.0|very good value for money with some concessions at 320 euros compared to a samsung at 1000 euros we are not going to blush
2325|abdulkadir.leturc1|poco f2 pro|9.8|very powerful smartphone best price
2326|mibre83|poco f2 pro|9.6|top performance large battery lots of memory great display 
2327|endarabascope|poco f2 pro|9.0|good mobile in games battery camera
2328|benoitboun|poco f2 pro|10.0|very good smartphone
2329|pando84|poco f2 pro|9.6|good performance as expected
2330|maiconpms2011|poco f2 pro|8.9|the best cost x benefit
2331|aufra42|poco f2 pro|9.4|good pretty cheap
2332|marcosalfonso13579|poco f2 pro|10.0|good phone at the best price
2333|officialpimpon|poco f2 pro|9.5|a very good phone
2334|German.S.M.|poco f2 pro|8.8|excellent quality / price characteristics of a high end but it is not
2335|dimetunumerodemovil|poco f2 pro|9.5|what i like most about this phone is its pop up camera
2336|theprogamercr|poco f2 pro|10.0|it is the best you can buy on the phone and at a good quality price
2337|lafitte.ph|poco f2 pro|10.0|very good value for money
2338|guille14p7|poco f2 pro|9.6|very good buy
2339|miltonjosephflores|poco f2 pro|8.0|big and powerful
2340|gianmarcohuaytalla|poco f2 pro|10.0|a recommended mobile
2341|mitsurugi42|poco f2 pro|10.0|the best smartphone i have ever owned
2342|quentinberby|poco f2 pro|9.6|super value for money
2343|curtistony555|poco f2 pro|10.0|so far i find it very good
2344|heisuz69|poco f2 pro|9.4|good cell phone with a great display
2345|DigLik|poco f2 pro|10.0|convenient smartphone for demanding users
2346|hectoruf.89|poco f2 pro|10.0|for price there is no other equal
2347|romulo.vascon|poco f2 pro|6.0|on paper it looks very good but in practice i expected more
2348|Vico234|poco f2 pro|9.5|very satisfied with my purchase
2349|daniel.martos23|poco f2 pro|9.7|one of the best quality price mobiles
2350|raevskiy1109|poco f2 pro|9.7|the best smartphone with a pop up selfie camera 
2351|joel.gamarra|poco f2 pro|10.0|stand out in everything for the next generation include radio
2352|ezmaestre|poco f2 pro|10.0|a powerful mobile with a scandal price
2353|jacob1065|poco f2 pro|10.0|without a doubt the best quality price above oneplus nord i have tried both for 1 month 
2354|Sousinha|poco f2 pro|9.4|the most beautiful cell phone in history
2355|williamstivenosoriobedoya|poco f2 pro|10.0|it is a cell phone capable of anything cheap and of a good quality at the same time
2356|Ilyesb213|poco f2 pro|7.0|a pretty good smartphone even if i would have liked a screen of at least 90hs
2357|SpongeB0ZZ|poco f2 pro|10.0|super handy
2358|everuspr|poco f2 pro|7.9|infinite screen is something else
2359|elcomandante.dr|poco f2 pro|9.3|excellent phone for the price 
2360|claudio.ruiu83|poco f2 pro|9.5|very satisfied
2361|smok025|poco f2 pro|9.3|it is good
2362|Elsass681|poco f2 pro|10.0|excellent and really cheap phone
2363|ammchacon16|poco f2 pro|9.4|good device value for money
